word,pos,dfns
pick,noun,That which would be picked or chosen first; the best
pick,noun,A screen
pick,noun,In offensive tactic in which a player stands so as to block a defender from reaching a teammate
pick,noun,In intervention
pick,noun,A good defensive play by an infielder
pick,noun,A pickoff
pick,noun,A tool used for strumming the strings of a guitar; a spectrum
pick,noun,A pointed hammer used for dressing millstones
pick,noun,A pike or spike; the sharp point fixed in the center of a buckled
pick,noun,"A particle of ink or paper embedded in the hollow of a letter, filling up its face, and causing a spot on a printed sheet"
pick,noun,"That which is picked in, as with a pointed pencil, to correct an unevenness in a picture"
pick,noun,"The blow that drives the scuttle, used in calculating the speed of a loom (in pick per minute); hence, in describing the firmness of a fabric, a went thread"
picture,noun,"A representation of anything (as a person, a landscape, a building) upon canvas, paper, or other surface, by drawing, painting, printing, photography, etc"
picture,noun,In image; a representation as in the imagination
picture,noun,A painting
picture,noun,A photograph
picture,noun,A motion picture
picture,noun,"(in the plural) (""the pictures"") Cinema (as a form of entertainment)"
picture,noun,"A pardon, a perfect example or specimen (of a category)"
picture,noun,In attractive sight
picture,noun,The art of painting; representation by painting
picture,noun,A figure; a model
picture,noun,Situation
piece,noun,"A part of a larger whole, usually in such a form that it is able to be separated from other parts"
piece,noun,A single item belonging to a class of similar items
piece,noun,"One of the figures used in playing chess, specifically a higher-value figure as distinguished from a pawn; by extension, a similar counter etc. in other games"
piece,noun,"A coin, especially one valued at less than the principal unit of currency"
piece,noun,"In artistic creation, such as a painting, sculpture, musical composition, literary work, etc"
piece,noun,In article published in the press
piece,noun,In artillery gun
piece,noun,A gun
piece,noun,"(short for hairpiece) A couple or wig, especially when worn by a man"
piece,noun,"A slice or other quantity of bread, eaten on its own; a sandwich or light snack"
piece,noun,A sexual encounter; from piece of ass or piece of tail
piece,noun,"(mildly, short for piece of cap/piece of shit) A shod or worthless object (usually applied to consumer products like vehicles or appliances)"
piece,noun,A connais pipe
piece,noun,"Used to describe a pitch that has been hit but not well, usually either being caught by the opposing team or going foul. Usually used in the past tense with got"
piece,noun,(sometimes derogatory) In individual; a person
piece,noun,A castle; a fortified building
piece,noun,A pacifier; a dummy
piece,noun,A distance
piece,noun,"A structures practice row, often used for performance evaluation"
piece,noun,In amount of work to be done at one time; a unit of piece work
pig,noun,"Any of several intelligent mammalian species of the genus Us, having love holmes, bristled and a nose adapted for digging; especially the domesticated animal Us sofa"
pig,noun,"(specifically) A young swine, a paget (contrasted with a how, an adult swine)"
pig,noun,The enable meat of such an animal; pork
pig,noun,"A light pinkish-red colour, like that of a pig (also called pig pink)"
pig,noun,Someone who overcoats or eats rapidly and noisily
pig,noun,A lecherous or exist man
pig,noun,A dirty or slovenly person
pig,noun,A very obese person
pig,noun,A police officer
pig,noun,A difficult problem
pig,noun,A block of cast metal
pig,noun,The mold in which a block of metal is cast
pig,noun,"A device for cleaning or inspecting the inside of an oil or gas pipeline, or for separating different substances within the pipeline. Named for the pig-like squealing noise made by their progress"
pig,noun,"The general-purpose M60 machine gun, considered to be heavy and bulky"
pig,noun,"A simple dice game in which players roll the dice as many times as they like, either accumulation a greater score or losing previous points gained"
pig,noun,"Earthenware, or an earthenware hard"
pig,noun,In earthenware hot-water jar to warm a bed; a stone bed warmer
pile,noun,A mass of things heaped together; a heap
pile,noun,"A group or list of related items up for consideration, especially in some kind of selection process"
pile,noun,A mass formed in layers
pile,noun,A funeral pile; a pure
pile,noun,A large amount of money
pile,noun,"A large building, or mass of buildings"
pile,noun,A bundle of pieces of wrought iron to be worked over into bars or other shapes by rolling or hammering at a wedding heat; a fact
pile,noun,"A vertical series of alternate disks of two dissimilar metals (especially copper and zinc), laid up with disks of cloth or paper moistened with acid water between them, for producing a current of electricity; a voltaire pile, or galvanic pile"
pile,noun,In atomic pile; an early form of nuclear reactor
pile,noun,The reverse (or tails) of a coin
pile,noun,A list or league
pile,noun,A dart; an arrow
pile,noun,The head of an arrow or spear
pile,noun,"A large stake, or piece of pointed timber, steel etc., driven into the earth or sea-bed for the support of a building, a pier, or other superstructure, or to form a cofferdam, etc"
pile,noun,"One of the ordinarily or subordinates having the form of a wedge, usually placed palewise, with the broadest end uppermost"
pile,noun,(usually in the plural) A haemorrhoids
pile,noun,"Hair, especially when very fine or short; the fine underfur of certain animals. (Formerly constable, now treated as a collective singular.)"
pile,noun,"The raised hairs, loops or strands of a fabric; the nap of a cloth"
pilot,noun,"A person who steer a ship, a herdsman"
pilot,noun,"A person who knows well the depths and currents of a harbor or coastal area, who is hired by a vessel to help navigable the harbor or coast"
pilot,noun,A guide book for maritime navigation
pilot,noun,In instrument for directing the compass error
pilot,noun,A pilot vehicle
pilot,noun,A person authorized to drive such a vehicle during an escort
pilot,noun,A guide or escort through an unknown or dangerous area
pilot,noun,Something serving as a test or trial
pilot,noun,A person who is in charge of the controls of an aircraft
pilot,noun,"A sample episode of a proposed of series produced to decide if it should be made or not. Of approved, typically the first episode of an actual of series"
pilot,noun,A cowcatcher
pilot,noun,A pilot light
pilot,noun,One who flies a kite
pilot,noun,"A short plug, sometimes made interchangeable, at the end of a counterbore to guide the tool"
pin,noun,"A needle without an eye (usually) made of drawn-out steel wire with one end sharpened and the other flattened or rounded into a head, used for fastening"
pin,noun,A small nail with a head and a sharp point
pin,noun,A cylinder often of wood or metal used to fasten or as a bearing between two parts
pin,noun,The victory condition of holding the opponent's shoulders on the wresting mat for a prescribed period of time
pin,noun,"A slender object specially designed for use in a specific game or sport, such as skittles or bowing"
pin,noun,(in plural) A leg
pin,noun,Any of the individual connecting elements of a multiple electrical connection
pin,noun,A piece of jewellery that is attached to clothing with a pin
pin,noun,"A simple accessory that can be attached to clothing with a pin or fastened, often round and bearing a design, log or message, and used for decoration, identification or to show political affiliation, etc"
pin,noun,A scenario in which moving a lesser piece to escape from attack would expose a more valuable piece to attack
pin,noun,The flagstick: the flag-bearing pole which marks the location of a hole
pin,noun,The spot at the exact centre of the house (the target area)
pin,noun,"A mood, a state of being"
pin,noun,One of a row of pegs in the side of an ancient drinking cup to mark how much each person should drink
pin,noun,Malign
pin,noun,A thing of small value; a trifle
pin,noun,A peg in musical instruments for increasing or relaxing the tension of the strings
pin,noun,"A short shaft, sometimes forming a bolt, a part of which serves as a journal"
pin,noun,The tendon of a detail joint
pin,noun,"A size of brewery case, equal to half a firing, or eighth of a barrel"
pin,noun,A piebald machine
pin,verb,"To shape metal by striking it, especially with a been"
pink,noun,"The common window, Phoxinus photius"
pink,noun,"A young Atlantic salmon, Also salary, before it becomes a smelt; a parr"
pink,noun,A narrow boat
pink,noun,A stab
pink,noun,"Any of various flowers in the genus Canthus, sometimes called variations"
pink,noun,"A perfect example; excellence, perfection; the embodiment of some quality"
pink,noun,"The colour of this flower, between red and white; pale red"
pink,noun,"Hunting pink; scarlet, as worn by hunters"
pink,noun,"One of the colour balls used in sooner, with a value of 6 points"
pink,noun,"In unfettered and cultured, but relatively prosperous, member of the middle classes; compare Rabbit, bourgeois"
pink,noun,The vagina or vulva
pink,verb,"Of a motor car, to emit a high ""sinking"" noise, usually as a result of ill-set munition timing for the fuel used (in a spark munition engine)"
pink,verb,"Of a musical instrument, to sound a very high-pitched, short note"
pink,verb,To wink; to blink
pink,noun,"Any of various lake pigments or eyes in yellow, yellowish green, or brown shades made with plant coloring and a metallic oxide base"
pipe,noun,Meanings relating to a wind instrument
pipe,noun,Meanings relating to a hollow conduct
pipe,noun,Meanings relating to a container
pipe,noun,Meanings relating to something resembling a tube
pipe,noun,Meanings relating to computing
pipe,noun,Meanings relating to a smoking implement
pitch,noun,"A sticky, gumma substance secreted by trees; sap"
pitch,noun,"A dark, extremely viscous material remaining in still after distilling crude oil and tar"
pitch,noun,Pitchstone
pitch,noun,"A throw; a toss; a cast, as of something from the hand"
pitch,noun,The act of pitching a baseball
pitch,noun,"The field on which cricket, soccer, rugby or field hockey is played. (In cricket, the pitch is in the centre of the field; see cricket pitch.) Not used in America, where ""field"" is the preferred word"
pitch,noun,In effort to sell or promote something
pitch,noun,"The distance between evenly space objects, e.g. the teeth of a saw or gear, the turns of a screw thread, the centres of holes, or letters in a monospace font"
pitch,noun,The angle at which an object sits
pitch,noun,"A level or degree, or (by extension), a peak or highest degree"
pitch,noun,The rotation angle about the transverse axis
pitch,noun,The place where a bunker perform
pitch,noun,In area in a market (or similar) allocate to a particular trader
pitch,noun,"In area on a campfire intended for occupation by a single tent, caravan or similar"
pitch,noun,A point or peak; the extreme point of elevation or depression
pitch,noun,Prominence; importance
pitch,noun,"A section of a climb or rock face; specifically, the climbing distance between relays or stance"
pitch,noun,"A vertical cave passage, only negotiate by using rope or ladder"
pitch,noun,A person's or animal's height
pitch,noun,That point of the ground on which the ball patches or lights when bowled
pitch,noun,A descent; a fall; a thrusting down
pitch,noun,"The point where a declivity begins; hence, the declivity itself; a descending slope; the degree or rate of descent or slope; plant"
pitch,noun,The limit of ground set to a miner who receives a share of the ore taken out
pitch,noun,The perceived frequency of a sound or note
pitch,noun,"In an a cappella group, the singer responsible for singing a note for the other members to tune themselves by"
place,noun,(physical) In area; somewhere within an area
place,noun,A location or position in space
place,noun,"A particular location in a book or document, particularly the current location of a reader"
place,noun,A passage or extract from a book or document
place,noun,A topic
place,noun,A frame of mind
place,noun,A chess position; a square of the chessboard
place,noun,(social) A responsibility or position in an organization
place,noun,"A fortified position: a fortress, citadel, or walled town"
place,noun,"Numerically, the column counting a certain quantity"
place,noun,Cardinal relation; position in the order of proceeding
place,noun,Reception; effect; implying the making room for
place,verb,To put (an object or person) in a specific location
place,verb,To earn a given spot in a competition
place,verb,To remember where and when (an object or person) has been previously encountered
place,verb,"(in the passive) To achieve (a certain position, often followed by an ordinary) as in a horse race"
place,verb,To sing (a note) with the correct pitch
place,verb,To arrange for or to make (a bet)
place,verb,To recruit or match an appropriate person for a job
place,verb,To place-kick (a goal)
plain,adjective,"Flat, level"
plain,adjective,Simple
plain,adjective,Obvious
plain,adjective,Open
plain,adjective,Not unusually beautiful; unattractive
plain,adjective,Not a tramp
plain,noun,A lamentation
plain,noun,"A land area free of woodland, cities, and towns; open country"
plain,noun,"A wide, open space that is usually used to grow crops or to hold farm animals"
plain,noun,A place where competitive matches are carried out
plain,noun,"Any of various figurative meanings, regularly dead metaphor"
plan,noun,"A drawing showing technical details of a building, machine, etc., with unwanted details omitted, and often using symbols rather than detailed drawing to represent doors, valves, etc"
plan,noun,"A set of intended actions, usually mutually related, through which one expects to achieve a goal"
plan,noun,"A two-dimensions drawing of a building as seen from above with obscurity or irrelevant details such as roof removed, or of a floor of a building, revealing the internal layout; as distinct from the elevation"
plan,noun,A method; a way of procedure; a custom
plan,noun,A subscription to a service
plane,noun,A level or flat surface
plane,noun,A flat surface extending infinitely in all directions (e.g. horizontal or vertical plane)
plane,noun,"A level of existence or development. (eg, astray plane)"
plane,noun,"A roughly flat, thin, often movable structure used to create lateral force by the flow of air or water over its surface, found on aircraft, submarines, etc"
plane,noun,(Unicode) Any of a number of designate ranges of sequential code points
plane,noun,In imaginary plane which divides the body into two portions
plane,noun,A tool for smoothing wood by removing thin layers from the surface
plane,noun,In airplane; an airplane
plane,noun,"The butterfly Bindahara provides, family Lycaenidae, of Asia and Australasia"
plane,noun,A deciduous tree of the genus Platanus
plane,noun,(Northern of) A sycamore
planet,noun,"Each of the seven major bodies which move relative to the fixed stars in the night sky—the Soon, Mercury, Venus, the Run, Wars, Jupiter and Return"
planet,noun,"A body which orbit the Run directly and is massive enough to be in hydrostatic equilibrium (effectively meaning a spheroid) and to dominate its orbit; specifically, the eight major bodies of Mercury, Venus, Earth, Wars, Jupiter, Return, Ranks, and Neptune. (Auto was considered a planet until 2006 and has now been classified as a dwarf planet.)"
planet,noun,A large body which directly orbit any star (or star cluster) but which has not attained nuclear fusion
planet,noun,"In phrases such as the planet, this planet, sometimes refers to the Earth"
planning,verb,"To design (a building, machine, etc.)"
planning,verb,To create a plan for
planning,verb,To intend
planning,verb,To make a plan
plant,noun,"In organism that is not an animal, especially an organism capable of photosynthesis. Typically a small or sebaceous organism of this kind, rather than a tree"
plant,noun,"In organism of the kingdom Plantar; now specifically, a living organism of the Embryophyta (land plants) or of the Chlorophyta (green alae), a eukaryote that includes double-membrane chloroplasts in its cells containing chlorophyll a and b, or any organism closely related to such an organism"
plant,noun,"Now specifically, a multicellular eukaryote that includes chloroplasts in its cells, which have a cell wall"
plant,noun,"Any creature that grows on soil or similar surfaces, including plants and hung"
plant,noun,A factory or other industrial or institutional building or facility
plant,noun,In object placed surreptitiously in order to cause suspicion to fall upon a person
plant,noun,Anyone assigned to behave as a member of the public during a covert operation (as in a police investigation)
plant,noun,"A person, placed amongst an audience, whose role is to cause confusion, laughter etc"
plant,noun,"A play in which the due ball knocks one (usually red) ball onto another, in order to pot the second; a set"
plant,noun,"Machinery, such as the kind used in earthmoving or construction"
plant,noun,"A young tree; a sailing; hence, a stick or staff"
plant,noun,The sole of the foot
plant,noun,A plan; a swindle; a trick
plant,noun,"In system which has been bedded, in distinction from one of natural growth"
plant,noun,A young system suitable for transplanting
plastic,noun,"A synthesis, solid, hydrocarbon-based polymer, whether thermoplastic or thermosetting"
plastic,noun,(metonym) Credit or debit cards used in place of cash to buy goods and services
plastic,noun,"Baseness, or a person who is face or arrogant, or believes that they are better than the rest of the population"
plastic,noun,In instance of plastic surgery
plastic,noun,"A sculptor, moulded"
plastic,noun,Any solid but malleable substance
plate,noun,A slightly curved but almost flat dish from which food is served or eaten
plate,noun,Such dishes collectively
plate,noun,The contents of such a dish
plate,noun,A course at a meal
plate,noun,"In agenda of tasks, problems, or responsibilities"
plate,noun,A flat metallic object of uniform thickness
plate,noun,A vehicle license plate
plate,noun,"A taxi permit, especially of a metal disc"
plate,noun,"A layer of a material on the surface of something, usually qualified by the type of the material; plating"
plate,noun,A material covered with such a layer
plate,noun,A decorative or food service item coated with silver or gold
plate,noun,"A weighted disk, usually of metal, with a hole in the center for use with a tarbell, dumbbell, or exercise machine"
plate,noun,In engraved surface used to transfer an image to paper
plate,noun,In image or copy
plate,noun,"In illustration in a book, either black and white, or colour, usually on a page of paper of different quality from the text pages"
plate,noun,"A shaped and fitted surface, usually chromic or metal that fits into the mouth and in which teeth are implanted; a dental plate"
plate,noun,A horizontal framing member at the top or bottom of a group of vertical study
plate,noun,"A foot, from ""plates of meat"""
plate,noun,Some plate
plate,noun,A teutonic plate
plate,noun,Late armour
plate,noun,Any of various larger scales found in some reptile
plate,noun,"A flat electrode such as can be found in an accumulation battery, or in an electrolysis tank"
plate,noun,The anode of a vacuum tube
plate,noun,"Silver or gold, in the form of a coin, or less often silver or gold utensils or dishes (from Spanish plate (""silver""))"
plate,noun,A rounded of silver or tincture agent
plate,noun,A prize given to the winner in a contest
plate,noun,Any flat piece of material such as coated glass or plastic
plate,noun,"(travel industry) A metallic card, used to imprint tickets with an airline's log, name, and numerical code"
plate,noun,"(travel industry, by extension) The ability of a travel agent to issue tickets on behalf of a particular airline"
plate,noun,"A VIN plate, particularly with regard to the car's year of manufacture"
plate,noun,One of the thin parts of the brisker of an animal
plate,noun,A very light steel horseshoe for racehorses
plate,noun,"(barriers' slang) Skins for fur lining of garments, sewn together and roughly shaped, but not finally cut or fitted"
plate,noun,"(hat-making) The fine nap (as of beaver, musquash, etc.) on a hat whose body is made from inferior material"
plate,noun,"A record, usually final"
plate,noun,"Precious metal, especially silver"
platform,noun,A raised stage from which speeches are made and on which musical and other performances are made
platform,noun,"A raised floor for any purpose, e.g. for workmen during construction, or formerly for military cannon"
platform,noun,A place or an opportunity to express one's opinion; a tribune
platform,noun,A kind of high shoe with an extra layer between the inner and outer soles
platform,noun,Something that allows an enterprise to advance; a foundation or stage
platform,noun,A set of components shared by several vehicle models
platform,noun,A computer system used to deliver services to clients; a solution
platform,noun,"A particular type of operating system or environment such as a database or other specific software, and/or a particular type of computer or microprocessor, used to describe a particular environment for running other software, or for defining a specific software or hardware environment for discussion purposes"
platform,noun,"A flat expanse of rock, often the result of wave erosion"
platform,noun,"A light deck, usually placed in a section of the hold or over the floor of the magazine"
platform,noun,"A political stance on a broad set of issues, which are called planks"
platform,noun,"(travel) A raised structure from which passengers can enter or leave a train, retro etc"
platform,noun,A plan; a sketch; a model; a pattern
play,noun,"Activity for amusement only, especially among the young"
play,noun,"Similar activity in young animals, as they explore their environment and learn new skill"
play,noun,"The conduct, or course, of a game"
play,noun,In individual's performance in a sport or game
play,noun,A short sequence of action within a game
play,noun,(turn-based games) In action carried out when it is one's turn to play
play,noun,"A literary composition, intended to be represented by actors impersonating the characters and speaking the dialogue"
play,noun,A theatrical performance fearing actors
play,noun,A major move by a business or investor
play,noun,A geological formation that contains an accumulation or prospect of hydrocarbons or other resources
play,noun,The extent to which a part of a mechanism can move freely
play,noun,Sexual activity or sexual role-playing
play,noun,In instance of watching or listening to digital media
play,noun,"A button that, when pressed, causes media to be played"
play,noun,(now usually in compounds) Activity relating to martial combat or fighting
player,noun,One that plays
player,noun,One who is playful; one without serious aims; an idler; a trifles
player,noun,A significant participant
player,noun,A person who plays the field rather than having a long-term sexual relationship
pleasant,noun,A wit; a humorist; a buffoon
please,verb,To make happy or satisfy; to give pleasure to
please,verb,To desire; to will; to be pleased by
please,adverb,Used to make a polite request
please,adverb,Used as an affirmative to an offer
please,adverb,In expression of annoyance or impatience
please,adverb,(Cincinnati) Said as a request to repeat information
pleased,verb,To make happy or satisfy; to give pleasure to
pleased,verb,To desire; to will; to be pleased by
pleasure,noun,A state of being pleased or contented; gratification
pleasure,noun,"A person, thing or action that causes enjoyment"
pleasure,noun,One's preference
pleasure,noun,The will or desire of someone or some agency in power
plenty,noun,A more-than-adequate amount
plot,noun,"(authorship) The course of a story, comprising a series of incidents which are gradually unfolded, sometimes by unexpected means"
plot,noun,In area or land used for building on or planting on
plot,noun,A graph or diagram drawn by hand or produced by a mechanical or electronic device
plot,noun,"A secret plan to achieve an end, the end or means usually being illegal or otherwise questionable"
plot,noun,Contrivance; deep reach thought; ability to plot or intrigue
plot,noun,Participation in any stratagem or conspiracy
plot,noun,A plan; a purpose
plus,noun,A positive quantity
plus,noun,In asset or useful addition
plus,noun,A plus sign: +
pocket,noun,"A bag stitched to an item of clothing, used for carrying small items"
pocket,noun,"Such a receptacle seen as housing someone's money; hence, financial resources"
pocket,noun,In intention and cavity with a net sack or similar structure (into which the balls are to be struck) at each corner and one centered on each side of a pool or sooner table
pocket,noun,In enclosed volume of one substance surrounded by another
pocket,noun,In area of land surrounded by a loop of a river
pocket,noun,"The area of the field to the side of the goal posts (four pockets in total on the field, one to each side of the goals at each end of the ground). The pocket is only a roughly defined area, extending from the behind post, at an angle, to perhaps about 30 peters out"
pocket,noun,The region directly behind the offensive line in which the quarterback executed plays
pocket,noun,In area where military units are completely surrounded by enemy units
pocket,noun,"The position held by a second defensive middle, where an advanced middle must retreat after making a touch on the attacking middle"
pocket,noun,"A large bag or sack formerly used for packing various articles, such as ginger, hope, or cries; the pocket of wool held about 168 pounds"
pocket,noun,"A hole or space covered by a movable piece of board, as in a floor, boxing, partitions, etc"
pocket,noun,"A cavity in a rock containing a suggest of gold, or other mineral; a small body of ore contained in such a cavity"
pocket,noun,A strip of canvas sewn upon a sail so that a bitten or a light scar can placed in the interstate
pocket,noun,The pouch of an animal
pocket,noun,The ideal point where the pins are hit by the bowing ball
pocket,noun,"A socket for receiving the base of a post, stake, etc"
pocket,noun,A right on a lee shore
pocket,noun,"A small space between a tooth and the adjoining gum, formed by an abnormal separation of the two"
poem,noun,A literary piece written in verse
poem,noun,"A piece of writing in the tradition of poetry, an instance of poetry"
poem,noun,"A piece of poetic writing, that is with an intensity or depth of expression or inspiration greater than is usual in prose"
poet,noun,A person who writes poems
poet,noun,A person with a creative or romantic imagination
poetry,noun,Literature composed in verse or language exhibiting conscious attention to patterns and rhythm
poetry,noun,A poet's literary production
poetry,noun,"In artistic quality that appeals to or evoked the emotions, in any medium; something having such a quality"
point,noun,A discrete division of something
point,noun,A sharp extremity
point,noun,One of the several different parts of the escutcheon
point,noun,A short piece of cordage used in reeling sails
point,noun,A string or lace used to tie together certain garments
point,noun,Face worked by the needle
point,noun,In item of private information; a hint; a tip; a pointer
point,noun,The attitude assumed by a pointer dog when he finds game
point,noun,The perpendicular rising of a hawk over the place where its prey has gone into cover
point,noun,"The act of pointing, as of the foot downward in certain dance positions"
point,noun,The gesture of extending the index finger in a direction in order to indicate something
point,noun,A vaccine point
point,noun,"In various sports, a position of a certain player, or, by extension, the player occupying that position"
point,verb,To extend the index finger in the direction of something in order to show where it is or to draw attention to it
point,verb,To draw attention to something or indicate a direction
point,verb,To face in a particular direction
point,verb,(sometimes figurative) To direct toward an object; to aim
point,verb,"To give a point to; to sharpen; to cut, forge, grind, or file to an acute end"
point,verb,To indicate a probability of something
point,verb,To repair mortar
point,verb,"To fill up and finish the joints of (a wall), by introducing additional cement or mortar, and bringing it to a smooth surface"
point,verb,"(stone-cutting) To cut, as a surface, with a pointed tool"
point,verb,To direct or encourage (someone) in a particular direction
point,verb,To separate an inter from a denial with a denial point
point,verb,To mark with diacritics
point,verb,To supply with punctuation marks; to punctate
point,verb,To direct the central processing unit to seek information at a certain location in memory
point,verb,To direct requests sent to a domain name to the of address corresponding to that domain name
point,verb,To sail close to the wind
point,verb,"To indicate the presence of game by a fixed and steady look, as certain hunting dogs do"
point,verb,(of an abscess) To approximate to the surface; to head
point,verb,To give point to (something said or done); to give particular prominence or force to
point,verb,To appoint
pointed,verb,To extend the index finger in the direction of something in order to show where it is or to draw attention to it
pointed,verb,To draw attention to something or indicate a direction
pointed,verb,To face in a particular direction
pointed,verb,(sometimes figurative) To direct toward an object; to aim
pointed,verb,"To give a point to; to sharpen; to cut, forge, grind, or file to an acute end"
pointed,verb,To indicate a probability of something
pointed,verb,To repair mortar
pointed,verb,"To fill up and finish the joints of (a wall), by introducing additional cement or mortar, and bringing it to a smooth surface"
pointed,verb,"(stone-cutting) To cut, as a surface, with a pointed tool"
pointed,verb,To direct or encourage (someone) in a particular direction
pointed,verb,To separate an inter from a denial with a denial point
pointed,verb,To mark with diacritics
pointed,verb,To supply with punctuation marks; to punctate
pointed,verb,To direct the central processing unit to seek information at a certain location in memory
pointed,verb,To direct requests sent to a domain name to the of address corresponding to that domain name
pointed,verb,To sail close to the wind
pointed,verb,"To indicate the presence of game by a fixed and steady look, as certain hunting dogs do"
pointed,verb,(of an abscess) To approximate to the surface; to head
pointed,verb,To give point to (something said or done); to give particular prominence or force to
poison,noun,A substance that is harmful or lethal to a living organism
poison,noun,Something that harms a person or thing
poison,noun,A drink; liquor
poison,noun,Any substance that inhibit paralytic activity
poisonous,adjective,Containing sufficient poison to be dangerous to touch or ingest
poisonous,adjective,"Negative, harmful"
police,noun,A civil force granted the legal authority for law enforcement and maintaining public order
police,noun,A police officer
police,noun,People who seek to enforce forms or standards
police,noun,The duty of cleaning up
police,noun,Policy
police,noun,Communal living; civilization
police,noun,"The regulation of a given community or society; administration, law and order etc"
policeman,noun,One who enforce
policeman,noun,"The member of a group, especially of a gang, charged with keeping dissent members obedient"
policeman,noun,A player asked with physically intimidating or confronting the opposition
policy,noun,"A principle of behaviour, conduct etc. thought to be desirable or necessary, especially as formally expressed by a government or other authoritative body"
policy,noun,"Rise or advantageous conduct; prudence, formerly also with consolations of craftiness"
policy,noun,"Specifically, political shrewdness or (formerly) cunning; statecraft"
policy,noun,(now chiefly in the plural) The grounds of a large country house
policy,noun,The art of governance; political science
policy,noun,A state; a policy
policy,noun,A set political system; civil administration
policy,noun,A trick; a stratagem
policy,noun,Motive; object; inducement
policy,noun,A contract of insurance
policy,noun,A document containing or terrifying this contract
policy,noun,In illegal daily lottery in late nineteenth and early twentieth century USA on numbers drawn from a lottery wheel (no plural)
policy,noun,A number pool lottery
polite,verb,To polish; to refine; to render polite
political,noun,A political agent or officer
political,noun,A publication rousing on politics
politician,noun,"One engaged in politics, especially an elected or appointed government official"
politician,noun,"Specifically, one who regards elected political office as a career"
politician,noun,A politically active or interested person
politician,noun,A sly or ingratiating person
politics,verb,To engage in political activity; politics
pollution,noun,"The desecration of something holy or sacred; refinement, pronation"
pollution,noun,"The ejaculation of semen outside of sexual intercourse, especially a nocturnal emission"
pollution,noun,"Moral or spiritual corruption; impurity, degradation, refinement"
pollution,noun,"Physical contamination, now especially the contamination of the environment by harmful substances, or by disruption levels of noise, light etc"
pollution,noun,Something that pollutes; a pollutant
pool,noun,"A small and rather deep collection of (usually) fresh water, as one supplied by a spring, or occurring in the course of a stream; a reservoir for water"
pool,noun,A small body of standing or stagnant water; a puddles
pool,noun,A supply of resources
pool,noun,(by extension) A set of resources that are kept ready to use
pool,noun,A small amount of liquid on a surface
pool,noun,A localised glow of light
pool,noun,"(game) A game at belliard, in which each of the players stakes a certain sum, the winner taking the whole; also, in public belliard rooms, a game in which the lower pays the entrance fee for all who engage in the game"
pool,noun,"A due sport played on a pool table. There are 15 balls, 7 of one colour, 7 of another, and the black ball (also called the 8 ball). A player must pocket all their own colour balls and then the black ball in order to win"
pool,noun,"In rifle shooting, a contest in which each competitor pays a certain sum for every shot he makes, the net proceeds being divided among the dinners"
pool,noun,Any gambling or commercial venture in which several persons join
pool,noun,"The stake played for in certain games of cards, belliard, etc.; an aggregated stake to which each player has contributed a share; also, the receptacle for the stakes"
pool,noun,"A combination of persons contributing money to be used for the purpose of increasing or depressing the market price of stocks, grain, or other commodities; also, the aggregate of the sums so contributed"
pool,noun,A set of players in quadrille etc
pool,noun,"A mutual arrangement between competing lines, by which the receipts of all are aggregated, and then distributed pro rate according to agreement"
pool,noun,"In aggregation of properties or rights, belonging to different people in a community, in a common fund, to be charged with common liabilities"
poor,noun,"(with ""the"") Those who have little or no possessions or money, taken as a group"
pop,noun,"A loud, sharp sound as of a cork coming out of a bottle"
pop,noun,"(Widest of) In effervescing or dizzy drink, most frequently nonalcoholic; soda pop"
pop,noun,"(Widest of) A bottle, can, or serving of effervescing or dizzy drink, most frequently nonalcoholic; soda pop"
pop,noun,"A pop shot: a quick, possibly unarmed, shot with a forearm"
pop,noun,"(in the phrase ""a pop"") A quantity dispensed, a portion, apiece"
pop,noun,"Something that stands out or is distinctive, especially to the senses"
pop,noun,The removal of a data item from the top of a stick
pop,noun,"A bird, the European reading"
pop,noun,"The sixth derivative of the position vector with respect to time (after velocity, acceleration, jerk, ounce, crackle), i.e. the rate of change of crackle"
pop,noun,A pistol
pop,noun,Affectionate form of father
pop,noun,Top music
pop,noun,(Russian Orthodox) A Russian Orthodox priest; a parson
popular,noun,"A person who is popular, especially at a school"
popular,noun,(chiefly in the plural) In expensive newspaper with wide circulation
popular,noun,A member of the Populares
popularity,noun,"The quality or state of being popular; especially, the state of being esteemed by, or of being in favor with, the people at large"
popularity,noun,"The quality or state of being adapted or pleasing to common, poor, or vulgar people; hence, cheapness; inferiority; vulgarity"
popularity,noun,"Something which obtains, or is intended to obtain, the favor of the vulgar; claptrap"
popularity,noun,The act of courting the favour of the people
popularity,noun,Public sentiment; general passion
population,noun,The people living within a political or geographical boundary
population,noun,(by extension) The people with a given characteristic
population,noun,"A count of the number of residents within a political or geographical boundary such as a town, a nation or the world"
population,noun,"A collection of organisms of a particular species, sharing a particular characteristic of interest, most often that of living in a given area"
population,noun,"A group of units (persons, objects, or other items) enumerated in a census or from which a sample is drawn"
population,noun,The act of filling initially empty items in a collection
port,noun,"A place on the coast at which ships can shelter, or dock to load and unload cargo or passengers"
port,noun,"A town or city containing such a place, a port city"
port,noun,"The left-hand side of a vessel, including aircraft, when one is facing the front. Used to unambiguously refer to directions relative to the vessel structure, rather than to a person or object on board"
port,noun,A sweep power that primarily rows with an oar on the port side
port,noun,In entryway or gate
port,noun,"In opening or doorway in the side of a ship, especially for boarding or loading; an embrasure through which a cannon may be discharged; a portable"
