word,pos,dfns
access,noun,"permission, liberty, or ability to enter, approach, or pass to and from a place or to approach or communicate with a person or thing: freedom or ability to obtain or make use of something: a way or means of entering or approaching: the act or an instance of accessing something"
access,noun,onset sense 2: a fit of intense feeling : outburst
access,noun,an increase by addition
access,verb,"to get at : to gain access to: such as: to be able to use, enter, or get near (something): to open or load (a computer file, an Internet site, etc.)"
accident,noun,an unforeseen and unplanned event or circumstance: lack of intention or necessity : chance
accident,noun,an unfortunate event resulting especially from carelessness or ignorance: an unexpected and medically important bodily event especially when injurious: an unexpected happening causing loss or injury which is not due to any fault or misconduct on the part of the person injured but for which legal relief may be soughtused euphemistically to refer to an uncontrolled or involuntary act or instance of urination or defecation (as by a baby or a pet)
accident,noun,a nonessential property or quality of an entity or circumstance
accommodation,noun,"something supplied for convenience or to satisfy a need: such as: lodging, food, and services or traveling space and related services: a public conveyance (such as a train) that stops at all or nearly all points: loan"
accommodation,noun,"the act of accommodating someone or something : the state of being accommodated: such as: the providing of what is needed or desired for convenience: adaptation, adjustment: a reconciliation of differences : settlement: the automatic adjustment of the eye for seeing at different distances effected chiefly by changes in the convexity of the crystalline lens"
accompany,verb,to go with as an associate or companion
accompany,verb,to perform an accompaniment to or for
accompany,verb,to cause to be in association: to be in association with
accompany,verb,to perform an accompaniment
account,noun,"a record of debit (see debit entry 2 sense 1a) and credit (see credit entry 1 sense 2d) entries to cover transactions involving a particular item or a particular person or concern: a statement of transactions during a fiscal period and the resulting balance: reckoning, computation"
account,noun,"a statement explaining one's conduct: a statement or exposition of reasons, causes, or motives: a reason for an action : basis"
account,noun,"a formal business arrangement providing for regular dealings or services (such as banking, advertising, or store credit) and involving the establishment and maintenance of an account: money deposited in a bank account and subject to withdrawal by the depositor: an arrangement in which a person uses the Internet or email services of a particular company"
account,noun,"value, importance: esteem"
account,noun,advantage
account,noun,careful thought : consideration: a usually mental record : track
account,noun,"a description of facts, conditions, or events : report, narrative"
account,verb,to furnish a justifying analysis or explanation
account,verb,"to be the sole or primary factor: to bring about the capture, death, or destruction of something"
account,verb,to think of as : consider
account,verb,to probe into : analyze
accurate,adjective,free from error especially as the result of care
accurate,adjective,conforming exactly to truth or to a standard : exact
accurate,adjective,able to give an accurate result
accurate,adjective,"going to, reaching, or hitting the intended target : not missing the target"
accurate,adjective,tending to hit the intended target
accuse,verb,to charge with a fault or offense : blame
accuse,verb,to charge with an offense judicially or by a public process
accuse,verb,to bring an accusation
achieve,verb,"to succeed at reaching or accomplishing (a goal, result, etc.) especially through effort"
achieve,verb,to reach or bring about a desired end or goal : to become successful
achievement,noun,the act of achieving something
achievement,noun,a result gained by effort : accomplishment: a great or heroic deed
achievement,noun,the quality and quantity of a student's work
acknowledge,verb,"to recognize the rights, authority, or status of"
acknowledge,verb,to disclose knowledge of or agreement with
acknowledge,verb,to express gratitude or obligation for: to take notice of: to make known the receipt of
acknowledge,verb,to recognize as genuine or valid
acquire,verb,"to get as one's own:: to come into possession or control of often by unspecified means: to come to have as a new or added characteristic, trait, or ability (as by sustained effort or natural selection)"
acquire,verb,to locate and hold (a desired object) in a detector
across,preposition,"from one side to the opposite side of : over, through: on the opposite side of"
across,preposition,so as to intersect or pass through at an angle
across,preposition,so as to find or meet
across,preposition,throughout: so as to include or take into consideration all classes or categories
across,adverb,in a position reaching from one side to the other : crosswise
across,adverb,to or on the opposite side
across,adverb,"so as to be understandable, acceptable, or successful"
across,adjective,being in a crossed position
act,noun,the doing of a thing : deed: something done voluntarily
act,noun,the process of doing something : action
act,noun,the formal product of a legislative body : statute
act,noun,one of the principal divisions of a theatrical work (such as a play or opera)
act,noun,one of successive parts or performances (as in a variety show or circus): the performer or performers in such an act: a performance or presentation identified with a particular individual or group: the sum of a person's actions or effects that serve to create an impression or set an example
act,noun,a display of affected behavior : pretense
act,noun,a formal record of something done or transacted
act,noun,a state of real existence rather than possibility
act,verb,to take action : move
act,verb,to conduct oneself : behave
act,verb,to perform on the stage: to behave as if performing on the stage : pretend
act,verb,to perform a specified function : serve
act,verb,to produce an effect : work
act,verb,to give a decision or award
act,verb,to be capable of being performed
act,verb,"to represent or perform by action especially on the stage: feign, simulate: impersonate"
act,verb,to play the part of as if in a play
act,verb,to behave in a manner suitable to
act,verb,"actuate, animate"
act,abbreviation (1),active
act,abbreviation (1),actor
act,abbreviation (1),actual
action,noun,"a thing done : deed: the accomplishment of a thing usually over a period of time, in stages, or with the possibility of repetition: behavior, conduct: initiative, enterprise"
action,noun,an act of will
action,noun,the bringing about of an alteration by force or through a natural agency
action,noun,"the manner or method of performing:: an actor's or speaker's deportment or expression by means of attitude, voice, and gesture: the style of movement of the feet and legs (as of a horse): a function of the body or one of its parts"
action,noun,the initiating of a proceeding in a court of justice by which one demands or enforces one's right
action,noun,an engagement between troops or ships: combat in war: an event or series of events forming a literary composition: the unfolding of the events of a drama or work of fiction : plot: the movement of incidents in a plot: the combination of circumstances that constitute the subject matter of a painting or sculpture
action,noun,an operating mechanism: the manner in which a mechanism or instrument operates: the degree of resistance of a musical instrument to being played
action,noun,"the price movement and trading volume of a commodity, security, or market: the process of betting including the offering and acceptance of a bet and determination of a winner: financial gain or an opportunity for financial gain"
action,noun,sexual activity
action,noun,"the most vigorous, productive, or exciting activity in a particular field, area, or group"
action,noun,used as a director's command to start filming part of a movie or television show
action,noun,spin or rotation given to a ball or puck by throwing or hitting it in a particular way
active,adjective,characterized by action rather than by contemplation or speculation
active,adjective,producing or involving action or movement
active,adjective,asserting that the person or thing represented by the grammatical subject performs the action represented by the verb: expressing action as distinct from mere existence or state
active,adjective,quick in physical movement : lively
active,adjective,marked by vigorous activity : busy
active,adjective,requiring vigorous action or exertion
active,adjective,having practical operation or results : effective
active,adjective,"disposed to action : energetic: engaged in an action or activity: currently erupting or likely to erupt   compare dormant sense 2a, extinct entry 1 sense 1b: characterized by emission of large amounts of electromagnetic energy"
active,adjective,engaged in full-time service especially in the armed forces
active,adjective,"marked by present operation, transaction, movement, or use"
active,adjective,capable of acting or reacting : reacting readily: tending to progress or to cause degeneration: capable of controlling voltages or currents: requiring the expenditure of energy: functioning by the emission of radiant energy or sound
active,adjective,still eligible to win the pot in poker
active,adjective,moving down the line : visiting in the set
active,adjective,producing active immunity
active,noun,an active person : one engaged in an action or activity
activity,noun,the quality or state of being active : behavior or actions of a particular kind
activity,noun,vigorous or energetic action : liveliness
activity,noun,natural or normal function: such as: a process (such as digestion) that an organism carries on or participates in by virtue of being alive: a similar process actually or potentially involving mental function
activity,noun,an active force
activity,noun,"a pursuit in which a person is active: a form of organized, supervised, often extracurricular recreation"
activity,noun,an organizational unit for performing a specific function
actor,noun,one that acts : doer
actor,noun,"one who acts in a play, movie, television show, etc.: one who behaves as if acting a part"
actor,noun,one that takes part in any affair : participant
actress,noun,a woman or girl who is an actor
actual,adjective,existing in fact or reality: not false or apparentused for emphasis
actual,adjective,existing or occurring at the time
actual,adjective,active
actually,adverb,in act or in fact : really
actually,adverb,in point of fact
ad,noun (1),advertisement sense 1
ad,noun (1),advertising
ad,noun (2),advantage sense 4
adapt,verb,to make fit (as for a new use) often by modification
adapt,verb,to become adapted
add,verb,to join or unite so as to bring about an increase or improvement
add,verb,to say further : append
add,verb,to combine (numbers) into an equivalent simple quantity or number
add,verb,to include as a member of a group
add,verb,to perform addition: to come together or unite by addition
add,verb,to serve as an addition: to make an addition
addition,noun,a part added (as to a building or residential section)
addition,noun,anything or anyone added : increase
addition,noun,the act or process of adding
addition,noun,direct chemical combination of substances into a single product
additional,adjective,more than is usual or expected : added
address,verb,to mark directions for delivery on: to consign to the care of another (such as an agent or factor)
address,verb,to direct the efforts or attention of (oneself): to deal with : treat
address,verb,to communicate directly: to speak or write directly to
address,verb,to greet by a prescribed form
address,verb,to adjust the club and one's stance preparatory to hitting (the ball)
address,verb,"to identify (something, such as a computer peripheral or memory location) by an address or a name for information transfer"
address,verb,"direct, aim: to direct to go : send"
address,verb,to make ready
address,verb,to direct one's speech or attentions
address,noun,a place where a person or organization may be communicated with: directions for delivery on the outside of an object (such as a letter or package): the designation of place of delivery placed between the heading and salutation on a business letter: the designation of an account from which one can send or receive email
address,noun,a location (as in the memory of a computer) where particular information is stored: a series of usually alphanumeric characters that specifies the storage location (as on a network or in a computer's memory) of particular information
address,noun,a formal communication
address,noun,dutiful and courteous attention especially in courtship
address,noun,readiness and capability for dealing (as with a person or problem) skillfully and smoothly : adroitness: a making ready
address,noun,manner of bearing oneself: manner of speaking or singing : delivery
address,noun,the stance of the player and the position of the club preparatory to hitting the ball
administration,noun,performance of executive duties : management
administration,noun,the act or process of administering something
administration,noun,the execution of public affairs as distinguished from policymaking
administration,noun,a body of persons who administer: a group constituting the political executive in a presidential government: a governmental agency or board
administration,noun,the term of office of an administrative officer or body
admire,verb,to feel respect and approval for (someone or something) : to regard with admiration
admire,verb,to marvel at
admire,verb,to like very much
admit,verb,to allow scope for : permit: to concede as true or valid
admit,verb,"to allow entry (as to a place, fellowship, or privilege): to accept into a hospital as an inpatient"
admit,verb,to give entrance or access
admit,verb,"allow, permit: to make acknowledgment"
admit,noun,"a person who is admitted into a school, hospital, etc."
adopt,verb,to take (someone or something) by choice into a relationship: to take (a child born to other parents) voluntarily as one's own child especially in compliance with formal legal procedures: to acquire (an animal) as a pet especially from an animal shelter
adopt,verb,"to begin to practice or use (something, such as an approach or manner)"
adopt,verb,"to accept and establish (something, such as a law or policy) in a formal or official way"
adopt,verb,to choose (educational materials) for required study in a course
adopt,verb,"to sponsor the care and maintenance of (something, such as a section of public road)"
adopt,verb,to take (a word from another language) into common use : borrow
adopt,verb,to adopt a child or animal
adult,adjective,fully developed and mature : grown-up
adult,adjective,"of, relating to, intended for, or befitting adults"
adult,adjective,dealing in or with explicitly sexual material
adult,noun,one that is adult
adult,verb,to behave like an adult : to attend to the ordinary tasks required of a responsible adult
adult,verb,to become an adult
advance,verb,to accelerate the growth or progress of
advance,verb,to bring or move forward
advance,verb,to raise to a higher rank
advance,verb,to lift up : raise
advance,verb,to bring forward in time
advance,verb,"to bring forward for notice, consideration, or acceptance : propose"
advance,verb,to supply or furnish in expectation of repayment
advance,verb,to raise in rate : increase
advance,verb,to move forward : proceed
advance,verb,to make progress : increase
advance,verb,"to rise in rank, position, or importance"
advance,verb,to rise in rate or price
advance,noun,a moving forward
advance,noun,progress in development: a progressive step : improvement
advance,noun,"a rise in price, value, or amount"
advance,noun,a first step or approach made (as to gain favor or form an acquaintance)
advance,noun,a provision of something (such as money or goods) before a return is received
advance,adjective,"made, sent, or furnished ahead of time"
advance,adjective,going or situated before
advanced,adjective,far on in time or course
advanced,adjective,being beyond others in progress or ideas: being beyond the elementary or introductory: greatly developed beyond an initial stage: much evolved from an early ancestral type
advantage,noun,superiority of position or condition
advantage,noun,a factor or circumstance of benefit to its possessor
advantage,noun,"benefit, gain: interest sense 3a"
advantage,noun,the first point won in tennis after deuce
advantage,verb,to give an advantage to : benefit
adventure,noun,an undertaking usually involving danger and unknown risks: the encountering of risks
adventure,noun,an exciting or remarkable experience
adventure,noun,an enterprise involving financial risk
adventure,verb,to expose to danger or loss : venture
adventure,verb,to venture upon (see venture entry 1 sense 2) : try
adventure,verb,to proceed despite risk
adventure,verb,to take the risk
advertise,verb,to make the public aware of (something or someone) especially by means of a published or broadcast notice: to present (something or oneself) to the public in a way that is intended to attract customers : promote: to announce (something wanted or offered) publicly
advertise,verb,to make (something) publicly and generally known: to make something known to (another person or persons) : notify sense 1
advertisement,noun,a public notice
advertisement,noun,the act or process of advertising something
advertisement,noun,something resembling an advertisement (as in alerting someone to something)
advertising,noun,the action of calling something to the attention of the public especially by paid announcements
advertising,noun,advertisements
advertising,noun,the business of preparing advertisements for publication or broadcast
advice,noun,recommendation regarding a decision or course of conduct : counsel
advice,noun,information or notice given
advice,noun,an official notice concerning a business transaction
advise,verb,"to give (someone) a recommendation about what should be done : to give advice to: caution, warn: recommend"
advise,verb,to give information or notice to : inform
advise,verb,to give a recommendation about what should be done
advise,verb,to talk with someone in order to decide what should be done : consult
affair,noun,"commercial, professional, public, or personal business: matter, concern"
affair,noun,"a procedure, action, or occasion only vaguely specified"
affair,noun,"a romantic or passionate attachment typically of limited duration : liaison sense 2b: a matter occasioning public anxiety, controversy, or scandal : case"
affect,verb (1),"to produce an effect upon (someone or something):: to act on and cause a change in (someone or something): to cause illness, symptoms, etc., in (someone or something): to produce an emotional response in (someone): to influence (someone or something)"
affect,verb (2),"to put on a false appearance of (something) : to pretend to feel, have, or do (something) : feign"
affect,verb (2),"to often or usually wear or have (something): to make a display of liking or using (something) : to ostentatiously cultivate or claim (a quality, attitude, etc.)"
affect,verb (2),to have affection for : to feel love or tender attachment for (someone or something)
affect,verb (2),to tend to have (a specified characteristic or quality)
affect,verb (2),to often or usually spend time at (a place) or with (a person or group) : frequent
affect,verb (2),"to aspire to : to try to attain (something, such as power)"
affect,noun,"a set of observable manifestations of an experienced emotion : the facial expressions, gestures, postures, vocal intonations, etc., that typically accompany an emotion: the conscious emotion that occurs in reaction to a thought or experience"
affect,noun,"feeling, affection"
afford,verb,to manage to bear without serious detriment: to be able to bear the cost of
afford,verb,"to make available, give forth, or provide naturally or inevitably"
afraid,adjective,filled with fear or apprehension
afraid,adjective,filled with concern or regret over an unwanted situation
afraid,adjective,having a dislike for something
after,adverb,"following in time or place : afterward, behind, later"
after,preposition,behind in place: subsequent to in time or order: subsequent to and in view of
after,preposition,used to indicate the object of a stated or implied action
after,preposition,so as to resemble: such as: in accordance with: with the name of or a name derived from that of: in the characteristic manner of : in imitation of
after,conjunction,subsequently to the time when
after,adjective,later in time
after,adjective,located toward the rear and especially toward the stern of a ship or tail of an aircraft
after,auxiliary verb,used with a present participle to indicate action completed and especially just completed
after,noun,afternoon
afternoon,noun,the part of day between noon and sunset
afternoon,noun,a relatively late period (as of time or life)
afterward,adverb,"at a later or succeeding time : subsequently, thereafter"
again,adverb,in return : back
again,adverb,another time : once more : anewused to introduce a statement that repeats and stresses something previously saidused to ask someone to repeat something that was not heard or understood clearly
again,adverb,on the other hand
again,adverb,in addition : besides
against,preposition,in opposition or hostility to: not in conformity with : contrary to: in competition with: as a basis for disapproval of
against,preposition,directly opposite : facing: exposed to
against,preposition,compared or contrasted with
against,preposition,in preparation or provision for: as a defense or protection from
against,preposition,in the direction of and into contact with: in contact with
against,preposition,in a direction opposite to the motion or course of : counter to
against,preposition,as a counterbalance to: in exchange for: as a charge on
against,preposition,before the background of
against,conjunction,in preparation for the time when
age,noun,"the time of life at which some particular qualification, power, or capacity arises or rests: one of the stages of life: the length of an existence extending from the beginning to any given time: lifetime: an advanced stage of life"
age,noun,a period of time dominated by a central figure or prominent feature: a period in history or human progress: a cultural period marked by the prominence of a particular item: a division of geologic time that is usually shorter than an epoch
age,noun,the period contemporary with a person's lifetime or with his or her active life: a long time: generation
age,noun,an individual's development measured in terms of the years requisite for like development of an average individual
age,verb,to become old : show the effects or the characteristics of increasing age
age,verb,to acquire a desirable quality (such as mellowness or ripeness) by standing undisturbed for some time
age,verb,to cause to become old
age,verb,to bring to a state fit for use or to maturity
aged,adjective,grown old: such as: of an advanced age: having attained a specified age
aged,adjective,typical of old age
aged,adjective,having acquired a desirable quality or undergone an expected and desired change with the passage of time
agency,noun,the office or function of an agent (see agent sense 4): the relationship between a principal and that person's agent
agency,noun,"the capacity, condition, or state of acting or of exerting power : operation"
agency,noun,a person or thing through which power is exerted or an end is achieved : instrumentality
agency,noun,an establishment engaged in doing business for another
agency,noun,an administrative division (as of a government)
agenda,noun,a list or outline of things to be considered or done
agenda,noun,an underlying often ideological plan or program
agent,noun,one that acts or exerts power
agent,noun,"something that produces or is capable of producing an effect : an active or efficient cause: a chemically, physically, or biologically active principle"
agent,noun,a means or instrument by which a guiding intelligence achieves a result
agent,noun,"one who is authorized to act for or in the place of another: such as: a representative, emissary, or official of a government: one engaged in undercover activities (such as espionage) : spy: a business representative (as of an athlete or entertainer)"
agent,noun,a computer application designed to automate certain tasks (such as gathering information online)
aggressive,adjective,tending toward or exhibiting aggression: marked by combative readiness
aggressive,adjective,marked by obtrusive energy and self-assertiveness: marked by driving forceful energy or initiative : enterprising
aggressive,adjective,strong or emphatic in effect or intent
aggressive,adjective,"growing, developing, or spreading rapidly"
aggressive,adjective,"more severe, intensive, or comprehensive than usual especially in dosage or extent"
ago,adjective or adverb,earlier than the present time
agree,verb,"to concur in (something, such as an opinion) : admit, concede: to consent to as a course of action"
agree,verb,to settle on by common consent : arrange
agree,verb,to accept or concede something (such as the views or wishes of another)
agree,verb,"to achieve or be in harmony (as of opinion, feeling, or purpose): to get along together: to come to terms"
agree,verb,to be similar : correspond: to be consistent
agree,verb,"to be fitting, pleasing, or healthful : suit"
agree,verb,"to have an inflectional form denoting identity or other regular correspondence in a grammatical category (such as gender, number, case, or person)"
agreement,noun,"harmony of opinion, action, or character : concord: the act or fact of agreeing"
agreement,noun,"an arrangement as to a course of action: compact, treaty"
agreement,noun,a contract duly executed (see execute sense transitive 2) and legally binding: the language or instrument (see instrument entry 1 sense 5) embodying such a contract
ah,interjection,"used to express delight, relief, regret, or contempt"
ah,verb,"to exclaim in amazement, joy, or surprise"
ahead,adverb or adjective,in a forward direction or position : forward: in front
ahead,adverb or adjective,"in, into, or for the future"
ahead,adverb or adjective,in or toward a more advantageous position
ahead,adverb or adjective,at or to an earlier time : in advance
ahead,adverb or adjective,in or into a leading position in a race or competition: in or into the situation of having thrown more strikes than balls to a batter: in or into the situation of having a count of more balls than strikes
aid,verb,to provide with what is useful or necessary in achieving an end
aid,verb,to give assistance
aid,noun,the act of helping someone: help given : assistance
aid,noun,aide: something by which assistance is given : an assisting device
aid,noun,a subsidy granted to the king by the English parliament until the 18th century for an extraordinary purpose
aid,noun,a tribute paid by a vassal to his lord
aim,verb,to direct a course
aim,verb,"aspire, intend"
aim,verb,point: to direct toward a specified object or goal
aim,verb,"guess, conjecture"
aim,noun,the pointing of a weapon at a mark: the ability to hit a target: a weapon's accuracy or effectiveness
aim,noun,a clearly directed intent or purpose
aim,noun,"conjecture, guess: the directing of effort toward a goal"
aim,noun,"mark, target"
air,noun,the mixture of invisible odorless tasteless gases (such as nitrogen and oxygen) that surrounds the earth: a light breeze: breath
air,noun,aircraft: aviation: air force: the medium of transmission of radio waves: airtime
air,noun,"outward appearance of a thing: a surrounding or pervading influence : atmosphere: the look, appearance, or bearing of a person especially as expressive of some personal quality or emotion : demeanor: an artificial or affected manner"
air,noun,nothingness: empty space: a sudden severance of relations
air,noun,"tune, melody: the chief voice part or melody in choral music: an accompanied song or melody in usually strophic form"
air,noun,an air-conditioning system
air,noun,public utterance
air,noun,a football offense utilizing primarily the forward pass
air,noun,the height achieved in performing an aerial maneuver
air,noun,compressed air
air,verb,"to expose to the air for drying, purifying, or refreshing : ventilate"
air,verb,to expose to public view or bring to public notice
air,verb,to transmit by radio or television
air,verb,to become exposed to the open air
air,verb,to become broadcast
aircraft,noun,a vehicle (such as an airplane or balloon) for traveling through the air
airline,noun (1),"an air transportation system including its equipment, routes, operating personnel, and management"
airport,noun,a place from which aircraft operate that usually has paved runways and maintenance facilities and often serves as a terminal
alarm,noun,a call to arms
alarm,noun,a signal (such as a loud noise or flashing light) that warns or alerts
alarm,noun,sudden sharp apprehension and fear resulting from the perception of imminent danger
alarm,noun,a warning notice
alarm,verb,to strike with fear
alarm,verb,"disturb, excite"
alarm,verb,to give warning to
alarm,verb,to equip with an alarm
album,noun,"a book for holding a collection of items (such as photographs, stamps, or coins) on pages that are initially blank: a digital folder (as on a smartphone or computer) for grouping image or video files: a collection of one or more audio recordings that is presented as a single unit and is typically longer than a single or an EP: a cardboard container for one or more phonograph records : jacket"
album,noun,"a collection usually in book form of literary selections, musical compositions, or pictures : anthology"
alcohol,noun,ethanol especially when considered as the intoxicating agent in fermented and distilled liquors: drink (such as whiskey or beer) containing ethanol: a mixture of ethanol and water that is usually 95 percent ethanol
alcohol,noun,any of a class of organic (see organic entry 1 sense 1b(2)) compounds that are analogous to ethanol and that are hydroxyl derivatives of hydrocarbons
alcoholic,adjective,"of, relating to, or caused by alcohol: containing alcohol"
alcoholic,adjective,affected with alcoholism
alcoholic,noun,a person affected with alcoholism
alive,adjective,having life : not dead or inanimate
alive,adjective,"still in existence, force, or operation : active: still active in competition with a chance of victory"
alive,adjective,knowing or realizing the existence of something : sensitive
alive,adjective,"marked by alertness, energy, or briskness"
alive,adjective,"marked by much life, animation, or activity : swarming"
alive,adjective,used as an intensive following the noun
all,adjective,"the whole amount, quantity, or extent of: as much as possible"
all,adjective,every member or individual component of
all,adjective,the whole number or sum of
all,adjective,every
all,adjective,any whatever
all,adjective,"nothing but : only: completely taken up with, given to, or absorbed by: having or seeming to have (some physical feature) in conspicuous excess or prominence: paying full attention with"
all,adjective,used up : entirely consumed
all,adjective,being more than one person or thing
all,adverb,"wholly, quite: selected as the best (as at a sport) within an area or organization"
all,adverb,"only, exclusively"
all,adverb,just
all,adverb,so much
all,adverb,for each side : apiece
all,pronoun,"the whole number, quantity, or amount : totalityused in such phrases as for all I know, for all I care, and for all the good it does to indicate a lack of knowledge, interest, or effectiveness"
all,pronoun,"everybody, everything"
all,noun,"the whole of one's possessions, resources, or energy"
allow,verb,permit: to fail to restrain or prevent
allow,verb,to assign as a share or suitable amount (as of time or money): to reckon as a deduction or an addition
allow,verb,"admit, concede"
allow,verb,"to be of the opinion : think: say, state: to express an opinion"
allow,verb,"intend, plan"
allow,verb,to make a possibility : admit
allow,verb,to give consideration to circumstances or contingencies
allow,verb,to give an opportunity : permit
almost,adverb,very nearly but not exactly or entirely
almost,adjective,very near but not quite
alone,adjective,separated from others : isolated
alone,adjective,exclusive of anyone or anything else : only
alone,adjective,"considered without reference to any other: incomparable, unique"
alone,adverb,"solely, exclusively"
alone,adverb,without aid or support
along,preposition,in a line matching the length or direction of
along,preposition,in the course of
along,preposition,in accordance with : in
along,adverb,"forward, on"
along,adverb,from one to another
along,adverb,in company : as a companion: in association
along,adverb,sometime within a specified or implied extent of time: at or to an advanced point
along,adverb,in addition : also
along,adverb,at hand : as a necessary or useful item
along,adverb,on hand : there
already,adverb,"prior to a specified or implied past, present, or future time : by this time : previously"
already,adverb,used as an intensive
also,adverb,likewise sense 1
also,adverb,"in addition : besides, too"
alter,verb,to make different without changing into something else
alter,verb,"castrate, spay"
alter,verb,to become different
alternative,adjective,offering or expressing a choice
